Unnamed: 0,rep,hv,dataset,exp,num_pts,avg_pred_perf,avg_fair_perf,objective1,objective2
25,5,0.4239597218979811,pmad_rus_epds,Deterministic Weights,6,0.5461893764434181,0.2786469229696358,0,0
26,6,0.4952835194867386,pmad_rus_epds,Deterministic Weights,5,0.575635103926097,0.2004466755641834,0,0
27,7,0.4701128672735972,pmad_rus_epds,Deterministic Weights,11,0.5834033172370354,0.2446434365063915,0,0
28,8,0.4432421546361086,pmad_rus_epds,Deterministic Weights,8,0.583790415704388,0.312509871278528,0,0
29,9,0.4882971049044823,pmad_rus_epds,Deterministic Weights,8,0.5935334872979215,0.2308633437202128,0,0
30,10,0.3957361055270378,pmad_rus_epds,Deterministic Weights,7,0.5636753546684262,0.371631000578369,0,0
31,11,0.4904350692522538,pmad_rus_epds,Deterministic Weights,9,0.5724916602514755,0.2024793388429752,0,0
32,12,0.4913266845979383,pmad_rus_epds,Deterministic Weights,4,0.589203233256351,0.198181133142237,0,0
33,13,0.500145157956089,pmad_rus_epds,Deterministic Weights,7,0.5794292312768065,0.1710224588651151,0,0
34,14,0.4719428931299325,pmad_rus_epds,Deterministic Weights,8,0.5564376443418014,0.2145517241182865,0,0
35,15,0.4694951172955364,pmad_rus_epds,Deterministic Weights,11,0.5595213100986773,0.2367518034115013,0,0
36,16,0.4872623650860908,pmad_rus_epds,Deterministic Weights,8,0.567912817551963,0.1973332187232387,0,0
37,17,0.4873456382289735,pmad_rus_epds,Deterministic Weights,10,0.537066974595843,0.1372885354845462,0,0
38,18,0.4941936387648914,pmad_rus_epds,Deterministic Weights,8,0.5673354503464203,0.2069189002370552,0,0
39,19,0.4903079462316017,pmad_rus_epds,Deterministic Weights,4,0.5685623556581986,0.1669959355010661,0,0
40,0,0.4570745437101605,pmad_rus_epds,Evolved Weights,4,0.6257217090069285,0.4217215018040224,0,0
41,1,0.4419921211518119,pmad_rus_epds,Evolved Weights,14,0.4722863741339492,0.4305435507514711,0,0
42,2,0.5241779907199319,pmad_rus_epds,Evolved Weights,12,0.5902136258660508,0.300505700956198,0,0
43,3,0.5022302887638789,pmad_rus_epds,Evolved Weights,2,0.6492494226327945,0.3506814805439791,0,0
44,4,0.4653120265200885,pmad_rus_epds,Evolved Weights,11,0.6198299391140037,0.4472277086135097,0,0
45,5,0.4551313152358036,pmad_rus_epds,Evolved Weights,14,0.5670158363576376,0.4119005290032013,0,0
46,6,0.575987707853128,pmad_rus_epds,Evolved Weights,12,0.6186008468052347,0.3686653950467859,0,0
47,7,0.5270582843736358,pmad_rus_epds,Evolved Weights,11,0.6063930296031912,0.3349391078391467,0,0
48,8,0.5070534385836151,pmad_rus_epds,Evolved Weights,10,0.6090069284064665,0.3904546662737416,0,0
49,9,0.5034613791703404,pmad_rus_epds,Evolved Weights,12,0.6420804464973057,0.4663743439649384,0,0
50,10,0.4737037831208996,pmad_rus_epds,Evolved Weights,13,0.5987742050097709,0.4055091232522316,0,0
51,11,0.5459483724634773,pmad_rus_epds,Evolved Weights,8,0.6248556581986143,0.4101846823741131,0,0
52,12,0.567974738842747,pmad_rus_epds,Evolved Weights,12,0.6208622016936106,0.3207928179393473,0,0
53,13,0.5497147861652639,pmad_rus_epds,Evolved Weights,7,0.6205872649290664,0.3128096032495047,0,0
54,14,0.4993199057052602,pmad_rus_epds,Evolved Weights,8,0.6021939953810623,0.3998947867452901,0,0
55,15,0.5250823081124663,pmad_rus_epds,Evolved Weights,8,0.586027713625866,0.2828123983454398,0,0
56,16,0.4781047258733148,pmad_rus_epds,Evolved Weights,11,0.6094898173420114,0.4941818723878052,0,0
57,17,0.5577183961355168,pmad_rus_epds,Evolved Weights,12,0.5677444187836798,0.2652375349723557,0,0
58,18,0.4992138447016432,pmad_rus_epds,Evolved Weights,12,0.5719784449576598,0.2835893619568024,0,0
59,19,0.5718790223180259,pmad_rus_epds,Evolved Weights,7,0.588337182448037,0.2311639612312586,0,0
0,0,0.8280861289341569,heart_disease,Equal Weights,3,0.9411764705882352,0.1754385964912281,1,0
1,1,0.4804252199413489,heart_disease,Equal Weights,4,0.8754032258064517,0.4943181818181818,1,0
2,2,0.6874541586287276,heart_disease,Equal Weights,5,0.9566810344827584,0.3344988344988345,1,0
3,3,0.7072089947089947,heart_disease,Equal Weights,4,0.9563988095238096,0.3,1,0
4,4,0.9284203703703704,heart_disease,Equal Weights,7,0.9623809523809524,0.1276190476190476,1,0
5,5,0.8759775783544883,heart_disease,Equal Weights,5,0.9719354838709676,0.1649122807017543,1,0
6,6,0.6715420332355817,heart_disease,Equal Weights,4,0.908467741935484,0.2987967914438502,1,0
7,7,0.5168219832735962,heart_disease,Equal Weights,2,0.8489247311827957,0.4111111111111111,1,0
8,8,0.52618006993007,heart_disease,Equal Weights,6,0.9486208236208236,0.5,1,0
9,9,0.4990553988611569,heart_disease,Equal Weights,4,0.8914473684210527,0.4825581395348837,1,0
10,10,0.6642122583299053,heart_disease,Equal Weights,4,0.9087912087912088,0.337566844919786,1,0
11,11,0.6426054463554464,heart_disease,Equal Weights,6,0.8514451951951951,0.3439393939393939,1,0
12,12,0.4821996259934548,heart_disease,Equal Weights,3,0.9130824372759856,0.5,1,0
13,13,0.4866646866646867,heart_disease,Equal Weights,6,0.8961538461538462,0.5135135135135135,1,0
14,14,0.7919906521853055,heart_disease,Equal Weights,3,0.8688936781609197,0.1251266464032422,1,0
15,15,0.649668958492488,heart_disease,Equal Weights,4,0.9337121212121212,0.3726604278074866,1,0
16,16,0.7551456269161436,heart_disease,Equal Weights,8,0.8773674242424243,0.2247340425531915,1,0
17,17,0.4001728710807994,heart_disease,Equal Weights,2,0.9196623093681916,0.5760869565217391,1,0
18,18,0.6625402367926614,heart_disease,Equal Weights,5,0.94375,0.3657051282051282,1,0
19,19,0.8846063886661321,heart_disease,Equal Weights,5,0.8880387931034484,0.0700258397932816,1,0
20,0,0.8277134652487997,heart_disease,Deterministic Weights,10,0.943082788671024,0.1903890160183066,1,0
21,1,0.4787390029325513,heart_disease,Deterministic Weights,4,0.8709677419354838,0.4886363636363636,1,0
22,2,0.7066572974439355,heart_disease,Deterministic Weights,4,0.9536637931034482,0.3111888111888112,1,0
23,3,0.6814417989417989,heart_disease,Deterministic Weights,2,0.9580357142857144,0.3222222222222222,1,0
24,4,0.9247876543209878,heart_disease,Deterministic Weights,7,0.9616666666666668,0.1047619047619047,1,0
25,5,0.8730684237475409,heart_disease,Deterministic Weights,2,0.9685483870967742,0.1290726817042606,1,0
26,6,0.6738284169972976,heart_disease,Deterministic Weights,4,0.910752688172043,0.3101604278074865,1,0
27,7,0.514826762246117,heart_disease,Deterministic Weights,6,0.8474910394265233,0.4407407407407407,1,0
28,8,0.5245337995337996,heart_disease,Deterministic Weights,3,0.9483294483294484,0.4749999999999999,1,0
29,9,0.5014634665531371,heart_disease,Deterministic Weights,6,0.8907322654462243,0.5,1,0
30,10,0.6632543926661573,heart_disease,Deterministic Weights,6,0.9074175824175826,0.3201871657754011,1,0
31,11,0.6229985667485668,heart_disease,Deterministic Weights,4,0.839527027027027,0.3036363636363636,1,0
32,12,0.5032959326788219,heart_disease,Deterministic Weights,3,0.9234767025089606,0.5144927536231885,1,0
33,13,0.4844074844074845,heart_disease,Deterministic Weights,5,0.888021978021978,0.518918918918919,1,0
34,14,0.8016234212870768,heart_disease,Deterministic Weights,4,0.8708243534482758,0.1375379939209727,1,0
35,15,0.6473344503090493,heart_disease,Deterministic Weights,4,0.9324945887445888,0.3669786096256684,1,0
36,16,0.767856320477901,heart_disease,Deterministic Weights,6,0.876533189033189,0.2117527862208713,1,0
37,17,0.4007293738751539,heart_disease,Deterministic Weights,4,0.9155773420479304,0.5706521739130435,1,0
38,18,0.6631368810786913,heart_disease,Deterministic Weights,3,0.9437859195402298,0.3322649572649572,1,0
39,19,0.8822904136594493,heart_disease,Deterministic Weights,8,0.8861126077586208,0.0875322997416021,1,0
40,0,0.9401575656959962,heart_disease,Evolved Weights,11,0.9158744305803128,0.097254004576659,1,0
41,1,0.8831378299120234,heart_disease,Evolved Weights,4,0.8838709677419355,0.3409090909090909,1,0
42,2,0.9486237541194438,heart_disease,Evolved Weights,26,0.927532327586207,0.1666218396987627,1,0
43,3,0.9482407407407408,heart_disease,Evolved Weights,5,0.9488095238095238,0.2355555555555555,1,0
44,4,0.9700802469135804,heart_disease,Evolved Weights,92,0.5352355072463767,0.0067995169082125,1,0
45,5,0.9780789338938743,heart_disease,Evolved Weights,13,0.9287014061207608,0.0365336417967996,1,0
46,6,0.8982174688057041,heart_disease,Evolved Weights,84,0.5790130568356373,0.0458842627960275,1,0
47,7,0.5424850657108722,heart_disease,Evolved Weights,4,0.8622311827956989,0.55,1,0
48,8,0.5249125874125875,heart_disease,Evolved Weights,3,0.9423076923076922,0.4749999999999999,1,0
49,9,0.9041296365281252,heart_disease,Evolved Weights,9,0.8951817950673786,0.1136950904392764,1,0
50,10,0.8887891520244461,heart_disease,Evolved Weights,19,0.8675824175824176,0.0833802420489727,1,0
51,11,0.8596437346437347,heart_disease,Evolved Weights,104,0.5843241077616077,0.0692307692307692,1,0
52,12,0.852953649903159,heart_disease,Evolved Weights,118,0.5276745033716056,0.0242130750605326,1,0
53,13,0.8934815184815185,heart_disease,Evolved Weights,6,0.7995421245421245,0.0075757575757575,1,0
54,14,0.8425905303427313,heart_disease,Evolved Weights,132,0.519094501044932,0.0059063277148383,1,0
55,15,0.9385858682315902,heart_disease,Evolved Weights,106,0.5363421955403087,0.0158914337604681,1,0
56,16,0.8659431374097026,heart_disease,Evolved Weights,15,0.8515512265512265,0.17193515704154,1,0
57,17,0.839377055169894,heart_disease,Evolved Weights,84,0.5570922813569873,0.067916296953564,1,0
58,18,0.8792904854664012,heart_disease,Evolved Weights,6,0.9343570402298852,0.3052884615384615,1,0
59,19,0.9123723324868572,heart_disease,Evolved Weights,7,0.8907789408866994,0.0232558139534883,1,0
0,0,0.7838852324146443,student_math,Equal Weights,1,0.99640522875817,0.2132867132867132,1,0
1,1,0.836037851037851,student_math,Equal Weights,3,0.961358024691358,0.1758241758241758,1,0
2,2,0.7541191222570532,student_math,Equal Weights,3,0.9813793103448276,0.3303030303030303,1,0
3,3,0.6493918495297805,student_math,Equal Weights,2,0.9903448275862068,0.3681818181818181,1,0
4,4,0.6590797430083144,student_math,Equal Weights,2,0.9608843537414966,0.375,1,0
5,5,0.849593731391761,student_math,Equal Weights,5,0.9685714285714286,0.1610822281167108,1,0
6,6,0.6098756316147621,student_math,Equal Weights,3,0.9840799297321036,0.3877788877788878,1,0
7,7,0.804517335263303,student_math,Equal Weights,6,0.9800747863247864,0.2522401433691756,1,0
8,8,0.8623554320174904,student_math,Equal Weights,2,0.975,0.1356033452807646,1,0
9,9,0.8172731755424063,student_math,Equal Weights,1,0.992948717948718,0.1769230769230769,1,0
10,10,0.695301263362488,student_math,Equal Weights,2,0.9666666666666668,0.2976190476190476,1,0
11,11,0.8157177394095997,student_math,Equal Weights,5,0.9700904392764856,0.2286096256684492,1,0
12,12,0.9122676896845694,student_math,Equal Weights,4,0.9736928104575164,0.0981884057971014,1,0
13,13,0.7492890531454363,student_math,Equal Weights,3,0.9709663120567376,0.2813852813852813,1,0
14,14,0.7935459388885902,student_math,Equal Weights,4,0.9686264822134388,0.2408516585379767,1,0
15,15,0.6904033687943262,student_math,Equal Weights,2,0.9815492021276596,0.3177777777777778,1,0
16,16,0.8974836302042184,student_math,Equal Weights,3,0.9611111111111108,0.1079822954822954,1,0
17,17,0.6680401844532278,student_math,Equal Weights,3,0.9752964426877472,0.3583333333333334,1,0
18,18,0.7440631808278867,student_math,Equal Weights,2,0.9661764705882352,0.2765151515151515,1,0
19,19,0.8234815790115328,student_math,Equal Weights,4,0.983078231292517,0.214605734767025,1,0
20,0,0.7849136157959689,student_math,Deterministic Weights,1,0.9977124183006536,0.2132867132867132,1,0
21,1,0.8452248677248678,student_math,Deterministic Weights,3,0.9655555555555556,0.1706349206349206,1,0
22,2,0.7535851619644723,student_math,Deterministic Weights,3,0.9783908045977012,0.3,1,0
23,3,0.6486457680250785,student_math,Deterministic Weights,2,0.9906896551724138,0.3681818181818181,1,0
24,4,0.660398227391315,student_math,Deterministic Weights,3,0.9600907029478458,0.3660394265232975,1,0
25,5,0.8856551273029105,student_math,Deterministic Weights,5,0.967278911564626,0.1450822281167108,1,0
26,6,0.6026582113538634,student_math,Deterministic Weights,1,0.9881422924901184,0.3901098901098901,1,0
27,7,0.7231622208436725,student_math,Deterministic Weights,2,0.9836538461538462,0.282258064516129,1,0
28,8,0.8633570453270915,student_math,Deterministic Weights,4,0.9750850340136054,0.1630077658303464,1,0
29,9,0.8169847140039448,student_math,Deterministic Weights,3,0.9919871794871794,0.2435897435897435,1,0
30,10,0.7288081986041169,student_math,Deterministic Weights,4,0.9664965986394558,0.2874458874458874,1,0
31,11,0.8168562909072485,student_math,Deterministic Weights,7,0.9764673311184938,0.2320473644003055,1,0
32,12,0.8950478355593443,student_math,Deterministic Weights,3,0.975272331154684,0.1154589371980676,1,0
33,13,0.7193674012158054,student_math,Deterministic Weights,2,0.9664228723404256,0.3059163059163059,1,0
34,14,0.8028998791077427,student_math,Deterministic Weights,6,0.9651405357927096,0.2139604308681061,1,0
35,15,0.6893764775413711,student_math,Deterministic Weights,4,0.979970079787234,0.3377777777777778,1,0
36,16,0.8973587618808208,student_math,Deterministic Weights,2,0.963562091503268,0.1015338827838827,1,0
37,17,0.6291600790513833,student_math,Deterministic Weights,3,0.98078612209047,0.3966666666666667,1,0
38,18,0.7418746286393345,student_math,Deterministic Weights,2,0.9683006535947712,0.2765151515151515,1,0
39,19,0.8261540285376292,student_math,Deterministic Weights,6,0.9870181405895692,0.2317286697153215,1,0
40,0,0.9636363636363636,student_math,Evolved Weights,1,1.0,0.0363636363636363,1,0
41,1,0.8207382912012541,student_math,Evolved Weights,3,0.9653086419753087,0.1794532627865961,1,0
42,2,0.8202194357366771,student_math,Evolved Weights,10,0.9645517241379312,0.2063636363636363,1,0
43,3,0.7822981539533264,student_math,Evolved Weights,3,0.9803448275862068,0.236026936026936,1,0
44,4,0.8355272108843538,student_math,Evolved Weights,5,0.96,0.2644444444444444,1,0
45,5,0.9008289816368634,student_math,Evolved Weights,5,0.9566666666666668,0.1137259062776303,1,0
46,6,0.6984586559685374,student_math,Evolved Weights,7,0.9819311123658948,0.3091908091908092,1,0
47,7,0.7561285153019024,student_math,Evolved Weights,4,0.9842147435897436,0.2741935483870967,1,0
48,8,0.917930798364746,student_math,Evolved Weights,65,0.5285661957090527,0.0094614465582207,1,0
49,9,0.8621212663237551,student_math,Evolved Weights,6,0.9829594017094018,0.170948550360315,1,0
50,10,0.9261307437838048,student_math,Evolved Weights,11,0.9680890538033396,0.1772661681752591,1,0
51,11,0.783966978264174,student_math,Evolved Weights,3,0.97103789836348,0.2418300653594771,1,0
52,12,0.9603165807385756,student_math,Evolved Weights,6,0.9686819172113288,0.0879744651483781,1,0
53,13,0.8802927642688282,student_math,Evolved Weights,23,0.5413245837187789,0.0241545893719806,1,0
54,14,0.94279023639545,student_math,Evolved Weights,53,0.5867514356029532,0.0297252820286799,1,0
55,15,0.8486186771419255,student_math,Evolved Weights,6,0.9695257092198584,0.2117528735632184,1,0
56,16,0.9445841005868898,student_math,Evolved Weights,7,0.9521475256769376,0.0677666955376314,1,0
57,17,0.8914893500219587,student_math,Evolved Weights,12,0.9684892402283704,0.24125,1,0
58,18,0.8535403050108932,student_math,Evolved Weights,3,0.977668845315904,0.1777777777777777,1,0
59,19,0.9146977325103816,student_math,Evolved Weights,9,0.98567649281935,0.1740658344662794,1,0
0,0,0.908964899834465,student_por,Equal Weights,4,0.9619565217391304,0.1051864801864801,1,0
1,1,0.8898187584311797,student_por,Equal Weights,3,0.9631813417190777,0.110364943698277,1,0
2,2,0.7098997717109172,student_por,Equal Weights,3,0.9761363636363636,0.2971562894163513,1,0
3,3,0.9633887037669931,student_por,Equal Weights,3,0.9846491228070176,0.0424723424723425,1,0
4,4,0.970154745215714,student_por,Equal Weights,4,0.9862253289473684,0.0469322344322344,1,0
5,5,0.8011261392000929,student_por,Equal Weights,3,0.9817147501015848,0.2087912087912088,1,0
6,6,0.9624395725830012,student_por,Equal Weights,6,0.9731476661461044,0.0904672204014309,1,0
7,7,0.9305378415285536,student_por,Equal Weights,5,0.965765765765766,0.0750049514755396,1,0
8,8,0.9008026366888938,student_por,Equal Weights,8,0.9576392503904216,0.1271825396825396,1,0
9,9,0.7758445268644747,student_por,Equal Weights,2,0.9898399014778324,0.2217054263565891,1,0
10,10,0.8526452661519708,student_por,Equal Weights,1,0.968915075172694,0.12,1,0
11,11,0.8563590728886782,student_por,Equal Weights,4,0.9738620199146516,0.1569444444444444,1,0
12,12,0.9136076581942444,student_por,Equal Weights,3,0.9919178680646572,0.0948930296756383,1,0
13,13,0.914656100478469,student_por,Equal Weights,3,0.9879545454545454,0.0862573099415204,1,0
14,14,0.8383683229389316,student_por,Equal Weights,3,0.9733333333333332,0.1560884516408189,1,0
15,15,0.9170216248639652,student_por,Equal Weights,1,0.9707436001625356,0.0553410553410553,1,0
16,16,0.9455003773134908,student_por,Equal Weights,9,0.9777145566619252,0.084496090852023,1,0
17,17,0.8475921677823947,student_por,Equal Weights,3,0.910453216374269,0.0912907268170425,1,0
18,18,0.9531159788935688,student_por,Equal Weights,2,0.980609057782405,0.0375,1,0
19,19,0.8746305418719212,student_por,Equal Weights,1,0.9901477832512317,0.1166666666666665,1,0
20,0,0.9096037296037296,student_por,Deterministic Weights,3,0.9611594202898552,0.0796425796425796,1,0
21,1,0.8905780045717152,student_por,Deterministic Weights,7,0.9611691374663072,0.1157625443339729,1,0
22,2,0.7096233230134159,student_por,Deterministic Weights,2,0.9751136363636363,0.2776057791537668,1,0
23,3,0.9612692558416244,student_por,Deterministic Weights,3,0.9826388888888888,0.0381433381433381,1,0
24,4,0.9700832194877111,student_por,Deterministic Weights,7,0.988173558897243,0.0498430141287283,1,0
25,5,0.8015910846569114,student_por,Deterministic Weights,3,0.9803602871461466,0.2075091575091575,1,0
26,6,0.9243364799313252,student_por,Deterministic Weights,4,0.974232170744404,0.1069179358653042,1,0
27,7,0.9309058566024512,student_por,Deterministic Weights,5,0.9691322901849218,0.0830263418498712,1,0
28,8,0.8831002681308512,student_por,Deterministic Weights,8,0.9563703800104112,0.1267361111111111,1,0
29,9,0.814072583724749,student_por,Deterministic Weights,2,0.9824507389162562,0.1967054263565891,1,0
30,10,0.863516355140187,student_por,Deterministic Weights,2,0.961600975213328,0.11375,1,0
31,11,0.8574257645803699,student_por,Deterministic Weights,2,0.9736842105263158,0.1296874999999999,1,0
32,12,0.934904489651199,student_por,Deterministic Weights,3,0.9906800640745596,0.0869565217391303,1,0
33,13,0.9146341706539076,student_por,Deterministic Weights,4,0.989659090909091,0.0932017543859648,1,0
34,14,0.8583337334933974,student_por,Deterministic Weights,4,0.9731428571428572,0.1610644257703081,1,0
35,15,0.9180764651863798,student_por,Deterministic Weights,4,0.9675944737911416,0.089728120978121,1,0
36,16,0.9291398587785742,student_por,Deterministic Weights,5,0.9770981507823612,0.0793186098270843,1,0
37,17,0.8986646646770435,student_por,Deterministic Weights,5,0.9222587719298246,0.1079949874686716,1,0
38,18,0.9518657422743836,student_por,Deterministic Weights,1,0.9796980739198332,0.0284090909090909,1,0
39,19,0.8737718938149973,student_por,Deterministic Weights,2,0.9884544334975368,0.1305555555555554,1,0
40,0,0.9474466207004776,student_por,Evolved Weights,5,0.960927536231884,0.0474697345665087,1,0
41,1,0.9405760207647,student_por,Evolved Weights,10,0.9632665094339624,0.0658933658933658,1,0
42,2,0.9692707314185642,student_por,Evolved Weights,5,0.9764090909090908,0.1485085262175045,1,0
43,3,0.9885610095314042,student_por,Evolved Weights,7,0.9813204887218046,0.0386724386724386,1,0
44,4,0.9749296393891448,student_por,Evolved Weights,3,0.9818165204678362,0.0175992589785693,1,0
45,5,0.9868701747257214,student_por,Evolved Weights,6,0.9769402681836652,0.0375,1,0
46,6,0.9806166683409896,student_por,Evolved Weights,4,0.9653175429463822,0.0419407894736842,1,0
47,7,0.9602233248023,student_por,Evolved Weights,6,0.959696538643907,0.0476635280556849,1,0
48,8,0.9091469183543625,student_por,Evolved Weights,8,0.9542555960437272,0.1161458333333333,1,0
49,9,0.9867662151067323,student_por,Evolved Weights,5,0.9789408866995076,0.0966666666666666,1,0
50,10,0.9238678382771232,student_por,Evolved Weights,5,0.9379520520113775,0.0795,1,0
51,11,0.9794318990042672,student_por,Evolved Weights,3,0.972340761814446,0.0437499999999999,1,0
52,12,0.96086523294333,student_por,Evolved Weights,9,0.9828163681374692,0.0535697370735733,1,0
53,13,0.9581728468899522,student_por,Evolved Weights,12,0.9900757575757576,0.0508040935672515,1,0
54,14,0.9443649459783914,student_por,Evolved Weights,4,0.9796666666666668,0.088235294117647,1,0
55,15,0.9595875189637888,student_por,Evolved Weights,32,0.9730483035351484,0.0817346364221363,1,0
56,16,0.9518757363315792,student_por,Evolved Weights,13,0.9747601852865012,0.0749262507737084,1,0
57,17,0.9231518265922484,student_por,Evolved Weights,5,0.8941337719298245,0.0238909774436089,1,0
58,18,0.9644980491707456,student_por,Evolved Weights,5,0.9564809994794377,0.0363943488943489,1,0
59,19,0.96555316091954,student_por,Evolved Weights,2,0.9921490147783252,0.0472222222222222,1,0
0,0,0.5947243019243991,creditg,Equal Weights,4,0.7844372268091306,0.3896103896103896,1,0
1,1,0.5820981318637287,creditg,Equal Weights,3,0.8077493288456145,0.3089133089133089,1,0
2,2,0.5845641576943277,creditg,Equal Weights,5,0.7756778492647058,0.4521428571428571,1,0
3,3,0.5623585440780865,creditg,Equal Weights,3,0.7795730628611864,0.3492063492063492,1,0
4,4,0.6224078271770301,creditg,Equal Weights,7,0.7928150704926759,0.3209750566893424,1,0
5,5,0.5424768518518519,creditg,Equal Weights,4,0.7345920138888888,0.3,1,0
6,6,0.6227606837606837,creditg,Equal Weights,3,0.7732573599240266,0.2833333333333333,1,0
7,7,0.6564978645515559,creditg,Equal Weights,4,0.8590933017502305,0.2746212121212121,1,0
8,8,0.6325792685281736,creditg,Equal Weights,3,0.8353609083536092,0.2944444444444444,1,0
9,9,0.6547721436557766,creditg,Equal Weights,5,0.8174077578051089,0.25,1,0
10,10,0.5356291651770573,creditg,Equal Weights,3,0.8030621785881253,0.3954248366013072,1,0
11,11,0.5238683363970589,creditg,Equal Weights,3,0.7806564031862745,0.4111111111111111,1,0
12,12,0.6220683760683761,creditg,Equal Weights,3,0.8181501831501832,0.3592592592592593,1,0
13,13,0.5697573748337099,creditg,Equal Weights,6,0.7832179860773838,0.4257246376811594,1,0
14,14,0.6200132405581125,creditg,Equal Weights,6,0.7961443494776829,0.3052884615384615,1,0
15,15,0.6391005135968875,creditg,Equal Weights,4,0.7948217909690513,0.2505347593582887,1,0
16,16,0.6681473080115636,creditg,Equal Weights,3,0.836333177497273,0.3180272108843537,1,0
17,17,0.5898652825717376,creditg,Equal Weights,5,0.8225267460031255,0.4613095238095238,1,0
18,18,0.6772160145542158,creditg,Equal Weights,4,0.8401510122801195,0.2381944444444444,1,0
19,19,0.64306495686656,creditg,Equal Weights,5,0.8036965729688103,0.2671052631578947,1,0
20,0,0.6020160934257583,creditg,Deterministic Weights,5,0.7753035454103935,0.3081168831168831,1,0
21,1,0.6228672957847138,creditg,Deterministic Weights,4,0.7945816804904435,0.273060273060273,1,0
22,2,0.5863812614889706,creditg,Deterministic Weights,4,0.7796702665441176,0.490625,1,0
23,3,0.5650458555871931,creditg,Deterministic Weights,3,0.7853323898258443,0.3492063492063492,1,0
24,4,0.6251402412148896,creditg,Deterministic Weights,3,0.7842288736626998,0.324074074074074,1,0
25,5,0.5414558531746031,creditg,Deterministic Weights,5,0.7361979166666666,0.4777777777777777,1,0
26,6,0.624095238095238,creditg,Deterministic Weights,4,0.7735327635327635,0.2660714285714285,1,0
27,7,0.6846131069877615,creditg,Deterministic Weights,4,0.861297539149888,0.2670454545454546,1,0
28,8,0.636262500678559,creditg,Deterministic Weights,8,0.8388295099061522,0.3510246697746698,1,0
29,9,0.6780356533542575,creditg,Deterministic Weights,6,0.8081384871829527,0.2141760744701921,1,0
30,10,0.5839530490394692,creditg,Deterministic Weights,4,0.7916520570359981,0.3464052287581699,1,0
31,11,0.5196518841911764,creditg,Deterministic Weights,4,0.7764389935661764,0.4583333333333333,1,0
32,12,0.6383943833943834,creditg,Deterministic Weights,2,0.8042307692307692,0.2777777777777778,1,0
33,13,0.5986238834807949,creditg,Deterministic Weights,4,0.7888841670713939,0.3967391304347826,1,0
34,14,0.6209642778873549,creditg,Deterministic Weights,2,0.7967521367521366,0.2403846153846153,1,0
35,15,0.6344965231145732,creditg,Deterministic Weights,5,0.7852866565195333,0.2658823529411765,1,0
36,16,0.6587098004478236,creditg,Deterministic Weights,6,0.827586878603709,0.2989766081871345,1,0
37,17,0.631619778876811,creditg,Deterministic Weights,6,0.8166346115318349,0.4087301587301588,1,0
38,18,0.677820605658309,creditg,Deterministic Weights,3,0.8414094479477819,0.2681818181818182,1,0
39,19,0.6336207770099103,creditg,Deterministic Weights,4,0.8010043640097548,0.25,1,0
40,0,0.6858500157358653,creditg,Evolved Weights,9,0.7581552533592357,0.1992397015981921,1,0
41,1,0.679424476232987,creditg,Evolved Weights,7,0.7991345113595384,0.2653108795965939,1,0
42,2,0.7559944045977767,creditg,Evolved Weights,10,0.7710765165441177,0.1501785714285714,1,0
43,3,0.7941705046212375,creditg,Evolved Weights,6,0.7669929630066439,0.1051856640091934,1,0
44,4,0.7005770190508405,creditg,Evolved Weights,7,0.7667988940978484,0.1843062806517956,1,0
45,5,0.6201678240740741,creditg,Evolved Weights,6,0.7140893683862434,0.2111111111111111,1,0
46,6,0.7363709808709809,creditg,Evolved Weights,6,0.7606742640075973,0.1577380952380952,1,0
47,7,0.8309777232760236,creditg,Evolved Weights,11,0.8453983179604971,0.2469756340837845,1,0
48,8,0.825726777825318,creditg,Evolved Weights,9,0.8016452323021666,0.253340461673795,1,0
49,9,0.7804030100902493,creditg,Evolved Weights,6,0.8058634049646348,0.1385918003565062,1,0
50,10,0.7176332356649574,creditg,Evolved Weights,10,0.7966865357643759,0.2291146761734997,1,0
51,11,0.7274729027702715,creditg,Evolved Weights,7,0.7372800682773109,0.190451628749501,1,0
52,12,0.7230100018185126,creditg,Evolved Weights,9,0.8168620268620269,0.2261885999474652,1,0
53,13,0.7125811214111255,creditg,Evolved Weights,5,0.7740165128703254,0.1820289855072464,1,0
54,14,0.8002136265127717,creditg,Evolved Weights,8,0.7653632478632478,0.1373130341880342,1,0
55,15,0.7332220109896121,creditg,Evolved Weights,8,0.775716641298833,0.161888402295379,1,0
56,16,0.8030206815877601,creditg,Evolved Weights,8,0.8197755960729313,0.1504162191192266,1,0
57,17,0.7871567326570932,creditg,Evolved Weights,10,0.8182533958408463,0.2752115384615384,1,0
58,18,0.7861739378002239,creditg,Evolved Weights,7,0.8001438212191614,0.1329170829170829,1,0
59,19,0.8038360351312542,creditg,Evolved Weights,4,0.7801790527531767,0.1304093567251462,1,0
0,0,0.5358154755930274,titanic,Equal Weights,2,0.9935030864197532,0.4668021680216802,1,0
1,1,0.3958327939644353,titanic,Equal Weights,3,0.998871149814546,0.61437125748503,1,0
2,2,0.4326125360964838,titanic,Equal Weights,2,0.99816091954023,0.5836598746081505,1,0
3,3,0.4824541140636058,titanic,Equal Weights,2,0.9969476055002372,0.5160687368103708,1,0
4,4,0.5563852563373826,titanic,Equal Weights,3,0.9964614295824488,0.4519661523145843,1,0
5,5,0.6092249657064472,titanic,Equal Weights,2,0.994537037037037,0.3927777777777778,1,0
