Unnamed: 0,rep,hv,dataset,exp,num_pts,avg_pred_perf,avg_fair_perf,objective1,objective2
38,18,0.8832639075517335,heart_disease,Deterministic Weights,4,0.8729508196721312,0.0046106557377049,0,1
39,19,0.8515268073098629,heart_disease,Deterministic Weights,4,0.8360655737704918,0.011014344262295,0,1
40,0,0.9162780403749784,heart_disease,Evolved Weights,8,0.7827868852459017,0.0053037608486017,0,1
41,1,0.8340629903511889,heart_disease,Evolved Weights,4,0.7581967213114755,0.0099153886832363,0,1
42,2,0.918032786885246,heart_disease,Evolved Weights,20,0.9180327868852458,0.0,0,1
43,3,0.917528890083311,heart_disease,Evolved Weights,8,0.805327868852459,0.0018442622950819,0,1
44,4,0.9508196721311476,heart_disease,Evolved Weights,3,0.9508196721311476,0.0,0,1
45,5,0.9334379415869823,heart_disease,Evolved Weights,13,0.6771752837326608,0.0008949273888459,0,1
46,6,0.880730986294007,heart_disease,Evolved Weights,194,0.5676018252492818,0.0010140273787392,0,1
47,7,0.7658884621719794,heart_disease,Evolved Weights,5,0.7672131147540984,0.0117398202009518,0,1
48,8,0.9084337681488984,heart_disease,Evolved Weights,7,0.8875878220140515,0.0129105866810784,0,1
49,9,0.8840719104937835,heart_disease,Evolved Weights,146,0.6653941163260723,0.0003338967224934,0,1
50,10,0.8366754181051413,heart_disease,Evolved Weights,3,0.8360655737704917,0.0222782681799075,0,1
51,11,0.8350559643222907,heart_disease,Evolved Weights,15,0.791256830601093,0.010781273076355,0,1
52,12,0.8681716384484458,heart_disease,Evolved Weights,8,0.7827868852459016,0.0038251366120218,0,1
53,13,0.8670249932813759,heart_disease,Evolved Weights,136,0.6305448408871746,0.0003237360517977,0,1
54,14,0.8183619994625102,heart_disease,Evolved Weights,10,0.6819672131147542,0.0036885245901639,0,1
55,15,0.8979990716083165,heart_disease,Evolved Weights,9,0.8360655737704917,0.0173869846000993,0,1
56,16,0.8514032326179598,heart_disease,Evolved Weights,44,0.8364381520119224,0.0012507983819459,0,1
57,17,0.8678272467576418,heart_disease,Evolved Weights,10,0.8098360655737705,0.0036429872495446,0,1
58,18,0.8832639075517335,heart_disease,Evolved Weights,42,0.8692427790788447,0.0022931303669008,0,1
59,19,0.8519887127116366,heart_disease,Evolved Weights,9,0.7522768670309654,0.0026183970856102,0,1
0,0,0.9746835443037974,student_math,Equal Weights,276,0.9746835443037976,0.0,0,1
1,1,0.9191924371094377,student_math,Equal Weights,11,0.907940161104718,0.0077330264672036,0,1
2,2,0.9447535485581996,student_math,Equal Weights,23,0.9257017061089708,0.0049911752984267,0,1
3,3,0.9555111084099034,student_math,Equal Weights,49,0.9372255231206406,0.0096384254269145,0,1
4,4,0.919233028894942,student_math,Equal Weights,5,0.9164556962025316,0.0096202531645569,0,1
5,5,0.946162473962506,student_math,Equal Weights,1,0.9493670886075948,0.0033755274261603,0,1
6,6,0.9337761528115638,student_math,Equal Weights,85,0.9358153387937452,0.0073467361628195,0,1
7,7,0.9174931901938792,student_math,Equal Weights,5,0.9037974683544304,0.0227215189873417,0,1
8,8,0.9018479944453346,student_math,Equal Weights,645,0.9044254734569718,0.0202014849703987,0,1
9,9,0.9284089088287132,student_math,Equal Weights,6,0.9367088607594936,0.0088607594936708,0,1
10,10,0.9319179618650856,student_math,Equal Weights,82,0.92435937017598,0.0051559123186168,0,1
11,11,0.9445334615179192,student_math,Equal Weights,5,0.941772151898734,0.0099859353023909,0,1
12,12,0.931788834745563,student_math,Equal Weights,13,0.9328140214216164,0.0058995360559023,0,1
13,13,0.9321573065213908,student_math,Equal Weights,5,0.9291139240506328,0.0069620253164556,0,1
14,14,0.9446135768840463,student_math,Equal Weights,2,0.9430379746835442,0.0057537399309551,0,1
15,15,0.956667601345938,student_math,Equal Weights,4,0.9430379746835442,0.0058346518987341,0,1
16,16,0.9156338067994384,student_math,Equal Weights,2,0.9177215189873418,0.0152643335815338,0,1
17,17,0.9456866372424776,student_math,Equal Weights,89,0.9372777698762622,0.0039737439822776,0,1
18,18,0.9023770700396808,student_math,Equal Weights,3,0.9240506329113924,0.0234549516008935,0,1
19,19,0.9620253164556962,student_math,Equal Weights,1,0.9620253164556962,0.0,0,1
20,0,0.9746835443037974,student_math,Deterministic Weights,244,0.9746835443037976,0.0,0,1
21,1,0.9192949847780804,student_math,Deterministic Weights,2,0.9113924050632912,0.0065822784810126,0,1
22,2,0.9446761957909044,student_math,Deterministic Weights,12,0.939873417721519,0.0106940200785683,0,1
23,3,0.9526877324036268,student_math,Deterministic Weights,52,0.9381694255111976,0.0098294328979619,0,1
24,4,0.9271911552635796,student_math,Deterministic Weights,4,0.9113924050632912,0.010548523206751,0,1
25,5,0.946162473962506,student_math,Deterministic Weights,1,0.9493670886075948,0.0033755274261603,0,1
26,6,0.9337761528115638,student_math,Deterministic Weights,102,0.93596425912137,0.0074008890092285,0,1
27,7,0.9175212305720236,student_math,Deterministic Weights,10,0.9227848101265822,0.0253164556962025,0,1
28,8,0.901874699567377,student_math,Deterministic Weights,571,0.902791017313618,0.0194913062433956,0,1
29,9,0.9284089088287132,student_math,Deterministic Weights,1,0.9367088607594936,0.0088607594936708,0,1
30,10,0.9193718955295626,student_math,Deterministic Weights,87,0.924050632911392,0.0050632911392405,0,1
31,11,0.937274119176058,student_math,Deterministic Weights,19,0.932711525649567,0.013972166703679,0,1
32,12,0.9311290611421624,student_math,Deterministic Weights,1,0.9367088607594936,0.0059568131049888,0,1
33,13,0.9456116808203812,student_math,Deterministic Weights,1,0.9493670886075948,0.0039556962025316,0,1
34,14,0.93203789214044,student_math,Deterministic Weights,1,0.9367088607594936,0.0049865746068277,0,1
35,15,0.956682622977087,student_math,Deterministic Weights,3,0.9535864978902954,0.0059335443037974,0,1
36,16,0.9156338067994384,student_math,Deterministic Weights,7,0.9222423146473778,0.01978512924157,0,1
37,17,0.9456866372424776,student_math,Deterministic Weights,90,0.9385372714486638,0.0042790776967992,0,1
38,18,0.909601590996918,student_math,Deterministic Weights,1,0.9240506329113924,0.0156366344005956,0,1
39,19,0.9620253164556962,student_math,Deterministic Weights,1,0.9620253164556962,0.0,0,1
40,0,0.9873417721518988,student_math,Evolved Weights,1,0.9873417721518988,0.0,0,1
41,1,0.9111616728088447,student_math,Evolved Weights,4,0.8987341772151899,0.0053164556962025,0,1
42,2,0.9446319942095928,student_math,Evolved Weights,17,0.932241250930752,0.0078568310781318,0,1
43,3,0.9555995115725264,student_math,Evolved Weights,63,0.952380952380952,0.0105658442629197,0,1
44,4,0.9361106660257438,student_math,Evolved Weights,11,0.9182968929804372,0.0048331415420023,0,1
45,5,0.9460609944987448,student_math,Evolved Weights,7,0.9403254972875226,0.0056660638939119,0,1
46,6,0.9485950678067324,student_math,Evolved Weights,167,0.932918972182218,0.0073730559594275,0,1
47,7,0.9461264220477488,student_math,Evolved Weights,7,0.8734177215189872,0.0123869801084991,0,1
48,8,0.9477113710409656,student_math,Evolved Weights,16,0.5814873417721518,0.0002637130801687,0,1
49,9,0.9493670886075948,student_math,Evolved Weights,139,0.949367088607595,0.0,0,1
50,10,0.936468514661112,student_math,Evolved Weights,59,0.925767002789101,0.0056211113494958,0,1
51,11,0.9367088607594936,student_math,Evolved Weights,1,0.9367088607594936,0.0,0,1
52,12,0.931807685419946,student_math,Evolved Weights,2,0.9240506329113924,0.005584512285927,0,1
53,13,0.9481703653260696,student_math,Evolved Weights,6,0.8987341772151898,0.0056698312236286,0,1
54,14,0.9445941549771064,student_math,Evolved Weights,7,0.9276672694394212,0.0052057646994355,0,1
55,15,0.948931461304278,student_math,Evolved Weights,11,0.9413118527042575,0.0060054660529344,0,1
56,16,0.9230939611864616,student_math,Evolved Weights,24,0.8628691983122363,0.0054293869446512,0,1
57,17,0.9619087850140566,student_math,Evolved Weights,20,0.9601265822784812,0.0066551591868047,0,1
58,18,0.9251251213512164,student_math,Evolved Weights,8,0.9161392405063292,0.0194527177959791,0,1
59,19,0.9493670886075948,student_math,Evolved Weights,2,0.9493670886075948,0.0,0,1
0,0,0.950789297658863,student_por,Equal Weights,3,0.9384615384615386,0.004860646599777,0,1
1,1,0.9307692307692308,student_por,Equal Weights,1,0.9307692307692308,0.0,0,1
2,2,0.9564098977945132,student_por,Equal Weights,6,0.958974358974359,0.0063053613053613,0,1
3,3,0.9769230769230768,student_por,Equal Weights,3,0.9769230769230768,0.0,0,1
4,4,0.9663531610090316,student_por,Equal Weights,1,0.9692307692307692,0.0029689608636977,0,1
5,5,0.953846153846154,student_por,Equal Weights,1,0.953846153846154,0.0,0,1
6,6,0.9692307692307692,student_por,Equal Weights,4,0.9692307692307692,0.0,0,1
7,7,0.953846153846154,student_por,Equal Weights,1,0.953846153846154,0.0,0,1
8,8,0.9349384720113108,student_por,Equal Weights,11,0.9286713286713288,0.0039915836376013,0,1
9,9,0.9692307692307692,student_por,Equal Weights,5,0.9692307692307692,0.0,0,1
10,10,0.946153846153846,student_por,Equal Weights,1,0.946153846153846,0.0,0,1
11,11,0.9584034330188176,student_por,Equal Weights,3,0.9564102564102565,0.0033957033957033,0,1
12,12,0.953846153846154,student_por,Equal Weights,34,0.9538461538461538,0.0,0,1
13,13,0.953846153846154,student_por,Equal Weights,1,0.953846153846154,0.0,0,1
14,14,0.9615384615384616,student_por,Equal Weights,3,0.9615384615384616,0.0,0,1
15,15,0.9692307692307692,student_por,Equal Weights,2,0.9692307692307692,0.0,0,1
16,16,0.9427794658563888,student_por,Equal Weights,9,0.941025641025641,0.0053130053130053,0,1
17,17,0.9307692307692308,student_por,Equal Weights,1,0.9307692307692308,0.0,0,1
18,18,0.9427339372676335,student_por,Equal Weights,24,0.9400641025641026,0.0039766280916723,0,1
19,19,0.9652458681901652,student_por,Equal Weights,1,0.9692307692307692,0.0041114058355437,0,1
20,0,0.9431618214561358,student_por,Deterministic Weights,8,0.9365384615384617,0.0036872909698996,0,1
21,1,0.9307692307692308,student_por,Deterministic Weights,2,0.9307692307692308,0.0,0,1
22,2,0.9564190424959657,student_por,Deterministic Weights,6,0.9602564102564104,0.0063053613053613,0,1
23,3,0.9692307692307692,student_por,Deterministic Weights,22,0.9692307692307692,0.0,0,1
24,4,0.9663432990760926,student_por,Deterministic Weights,189,0.9617826617826616,0.0030096609043977,0,1
25,5,0.946153846153846,student_por,Deterministic Weights,40,0.946153846153846,0.0,0,1
26,6,0.9692307692307692,student_por,Deterministic Weights,7,0.9692307692307692,0.0,0,1
27,7,0.9615384615384616,student_por,Deterministic Weights,1,0.9615384615384616,0.0,0,1
28,8,0.9349384720113108,student_por,Deterministic Weights,9,0.9290598290598292,0.0040314650934119,0,1
29,9,0.9692307692307692,student_por,Deterministic Weights,3,0.9692307692307692,0.0,0,1
30,10,0.9384615384615383,student_por,Deterministic Weights,2,0.9384615384615383,0.0,0,1
31,11,0.9584034330188176,student_por,Deterministic Weights,3,0.9564102564102565,0.0033957033957033,0,1
32,12,0.9615384615384616,student_por,Deterministic Weights,5,0.9615384615384616,0.0,0,1
33,13,0.946153846153846,student_por,Deterministic Weights,4,0.946153846153846,0.0,0,1
34,14,0.9615384615384616,student_por,Deterministic Weights,2,0.9615384615384616,0.0,0,1
35,15,0.9615384615384616,student_por,Deterministic Weights,1,0.9615384615384616,0.0,0,1
36,16,0.9427698704621782,student_por,Deterministic Weights,19,0.9299595141700404,0.0042236568552358,0,1
37,17,0.9307692307692308,student_por,Deterministic Weights,1,0.9307692307692308,0.0,0,1
38,18,0.9427339372676335,student_por,Deterministic Weights,17,0.939366515837104,0.0039522684499259,0,1
39,19,0.9652458681901652,student_por,Deterministic Weights,2,0.9692307692307692,0.0041114058355437,0,1
40,0,0.9615081039361976,student_por,Evolved Weights,3,0.9564102564102565,0.0013154960981047,0,1
41,1,0.9230769230769232,student_por,Evolved Weights,7,0.9230769230769232,0.0,0,1
42,2,0.9614884346422808,student_por,Evolved Weights,4,0.9557692307692308,0.0016258741258741,0,1
43,3,0.9692307692307692,student_por,Evolved Weights,5,0.9692307692307692,0.0,0,1
44,4,0.9692307692307692,student_por,Evolved Weights,26,0.9692307692307692,0.0,0,1
45,5,0.953846153846154,student_por,Evolved Weights,1,0.953846153846154,0.0,0,1
46,6,0.9692307692307692,student_por,Evolved Weights,11,0.9692307692307692,0.0,0,1
47,7,0.946153846153846,student_por,Evolved Weights,2,0.946153846153846,0.0,0,1
48,8,0.9383945122270514,student_por,Evolved Weights,3,0.9307692307692308,0.0029044701611073,0,1
49,9,0.9615384615384616,student_por,Evolved Weights,21,0.9615384615384612,0.0,0,1
50,10,0.9307692307692308,student_por,Evolved Weights,5,0.9307692307692308,0.0,0,1
51,11,0.9614318460472306,student_por,Evolved Weights,5,0.94,0.0013860013860013,0,1
52,12,0.9615384615384616,student_por,Evolved Weights,8,0.9615384615384616,0.0,0,1
53,13,0.9614158149542764,student_por,Evolved Weights,10,0.9407692307692308,0.0005314685314685,0,1
54,14,0.9615384615384616,student_por,Evolved Weights,3,0.9615384615384616,0.0,0,1
55,15,0.9615384615384616,student_por,Evolved Weights,2,0.9615384615384616,0.0,0,1
56,16,0.9503358387973774,student_por,Evolved Weights,9,0.9393162393162392,0.0064911064911064,0,1
57,17,0.9230769230769232,student_por,Evolved Weights,9,0.9230769230769232,0.0,0,1
58,18,0.9537875058909776,student_por,Evolved Weights,12,0.9397435897435898,0.0003176764238711,0,1
59,19,0.9769230769230768,student_por,Evolved Weights,13,0.9769230769230768,0.0,0,1
0,0,0.7965693661971832,creditg,Equal Weights,4,0.7862500000000001,0.0055105633802816,0,1
1,1,0.7969164893617022,creditg,Equal Weights,4,0.7862500000000001,0.0046808510638297,0,1
2,2,0.7811705882352942,creditg,Equal Weights,3,0.7716666666666666,0.0053431372549019,0,1
3,3,0.7818294964028777,creditg,Equal Weights,2,0.7825,0.004820143884892,0,1
4,4,0.7764258865248227,creditg,Equal Weights,4,0.7649999999999999,0.0070035460992907,0,1
5,5,0.7818991319444444,creditg,Equal Weights,7,0.7592857142857143,0.0046825396825396,0,1
6,6,0.7569344444444444,creditg,Equal Weights,2,0.745,0.0044259259259259,0,1
7,7,0.852246644295302,creditg,Equal Weights,4,0.84625,0.0045050335570469,0,1
8,8,0.8266352189781022,creditg,Equal Weights,8,0.81375,0.0047171532846715,0,1
9,9,0.8375956953642384,creditg,Equal Weights,3,0.83,0.0032671081677704,0,1
10,10,0.7974764492753624,creditg,Equal Weights,5,0.783,0.0038840579710144,0,1
11,11,0.7845944852941178,creditg,Equal Weights,4,0.77,0.0080330882352941,0,1
12,12,0.7764317307692309,creditg,Equal Weights,4,0.7637499999999999,0.0052403846153846,0,1
13,13,0.7746464788732395,creditg,Equal Weights,7,0.7564285714285715,0.0084909456740442,0,1
14,14,0.7726375925925926,creditg,Equal Weights,2,0.77,0.0048703703703703,0,1
15,15,0.8121782534246575,creditg,Equal Weights,3,0.8033333333333333,0.0048744292237442,0,1
16,16,0.8225092391304347,creditg,Equal Weights,7,0.8035714285714286,0.0038561076604554,0,1
17,17,0.8094789007092199,creditg,Equal Weights,5,0.8,0.0079716312056737,0,1
18,18,0.7728774809160305,creditg,Equal Weights,5,0.768,0.0039007633587786,0,1
19,19,0.8154797619047619,creditg,Equal Weights,3,0.805,0.0084807256235827,0,1
20,0,0.8017295774647887,creditg,Deterministic Weights,6,0.785,0.0062793427230046,0,1
21,1,0.8019127659574469,creditg,Deterministic Weights,4,0.79,0.003927304964539,0,1
22,2,0.7712389705882353,creditg,Deterministic Weights,1,0.775,0.0048529411764705,0,1
23,3,0.7868145683453238,creditg,Deterministic Weights,2,0.7875000000000001,0.0042985611510791,0,1
24,4,0.781458865248227,creditg,Deterministic Weights,4,0.77875,0.0061081560283687,0,1
25,5,0.7815427083333333,creditg,Deterministic Weights,4,0.77125,0.0057638888888888,0,1
26,6,0.7522588888888889,creditg,Deterministic Weights,5,0.7390000000000001,0.0049481481481481,0,1
27,7,0.8574842281879194,creditg,Deterministic Weights,4,0.85625,0.0055956375838926,0,1
28,8,0.8316224452554745,creditg,Deterministic Weights,4,0.81,0.004434306569343,0,1
29,9,0.8426811258278145,creditg,Deterministic Weights,3,0.8216666666666667,0.0033333333333333,0,1
30,10,0.8024583333333334,creditg,Deterministic Weights,5,0.77,0.0034782608695652,0,1
31,11,0.7853341911764706,creditg,Deterministic Weights,4,0.78,0.0065992647058823,0,1
32,12,0.7715403846153847,creditg,Deterministic Weights,2,0.7625,0.0045,0,1
33,13,0.7712142605633804,creditg,Deterministic Weights,2,0.7725,0.0068485915492957,0,1
34,14,0.7681874074074074,creditg,Deterministic Weights,5,0.752,0.0026222222222222,0,1
35,15,0.8070436643835618,creditg,Deterministic Weights,8,0.798125,0.0050856164383561,0,1
36,16,0.8175257246376811,creditg,Deterministic Weights,4,0.8112499999999999,0.0048007246376811,0,1
37,17,0.8045620567375887,creditg,Deterministic Weights,3,0.8016666666666667,0.0073167848699763,0,1
38,18,0.7727045801526717,creditg,Deterministic Weights,3,0.7566666666666667,0.0035114503816793,0,1
39,19,0.8105362244897959,creditg,Deterministic Weights,5,0.8030000000000002,0.0092108843537414,0,1
40,0,0.7896894366197184,creditg,Evolved Weights,7,0.7707142857142857,0.005533199195171,0,1
41,1,0.8096741134751774,creditg,Evolved Weights,4,0.765,0.0027304964539007,0,1
42,2,0.7697924632352942,creditg,Evolved Weights,5,0.75,0.0042426470588235,0,1
43,3,0.7798859712230216,creditg,Evolved Weights,4,0.77,0.0038669064748201,0,1
44,4,0.7796929078014184,creditg,Evolved Weights,5,0.742,0.0028439716312056,0,1
45,5,0.7797548611111111,creditg,Evolved Weights,11,0.729090909090909,0.0007828282828282,0,1
46,6,0.7498303703703704,creditg,Evolved Weights,4,0.74,0.0063518518518518,0,1
47,7,0.8425713087248322,creditg,Evolved Weights,4,0.8299999999999998,0.003238255033557,0,1
48,8,0.8267662408759124,creditg,Evolved Weights,8,0.80875,0.0043567518248175,0,1
49,9,0.834891059602649,creditg,Evolved Weights,5,0.817,0.0021059602649006,0,1
50,10,0.8047190217391306,creditg,Evolved Weights,5,0.77,0.0038478260869565,0,1
51,11,0.7820764705882354,creditg,Evolved Weights,4,0.7462500000000001,0.0045955882352941,0,1
52,12,0.7747746153846155,creditg,Evolved Weights,6,0.7541666666666668,0.0048205128205128,0,1
53,13,0.7796926056338028,creditg,Evolved Weights,6,0.755,0.0052758215962441,0,1
54,14,0.7648688888888889,creditg,Evolved Weights,5,0.746,0.0026666666666666,0,1
55,15,0.8077154109589042,creditg,Evolved Weights,3,0.7933333333333333,0.003093607305936,0,1
56,16,0.8147880434782607,creditg,Evolved Weights,8,0.79,0.0033876811594202,0,1
57,17,0.8063501773049645,creditg,Evolved Weights,6,0.7975,0.008256501182033,0,1
58,18,0.7547648854961831,creditg,Evolved Weights,4,0.73375,0.0037786259541984,0,1
59,19,0.8096639455782314,creditg,Evolved Weights,6,0.7883333333333334,0.0063775510204081,0,1
0,0,0.957133034205466,titanic,Equal Weights,7,0.9618320610687024,0.0048854961832061,0,1
1,1,0.9841473591392504,titanic,Equal Weights,107,0.984518798601698,0.0021308357371978,0,1
2,2,0.987750224881732,titanic,Equal Weights,16,0.9875954198473282,0.0019413003421953,0,1
3,3,0.9682315930552444,titanic,Equal Weights,667,0.9732824427480916,0.005189500468729,0,1
4,4,0.9807020902877788,titanic,Equal Weights,33,0.9809160305343512,0.0002181025081788,0,1
5,5,0.972349367752462,titanic,Equal Weights,70,0.9731733914940018,0.0015185387131952,0,1
6,6,0.9740293795127428,titanic,Equal Weights,25,0.9764885496183204,0.0053573907009021,0,1
7,7,0.9805683870933564,titanic,Equal Weights,104,0.9808793305930708,0.0022370282389366,0,1
8,8,0.9857936220398628,titanic,Equal Weights,83,0.9885496183206106,0.0027879190175904,0,1
9,9,0.9686389196433774,titanic,Equal Weights,888,0.9732824427480916,0.0047709923664122,0,1
10,10,0.9839290676982244,titanic,Equal Weights,691,0.9841252306094718,0.0027205756760224,0,1
11,11,0.9766654975685324,titanic,Equal Weights,57,0.9730815588589794,0.0011484494037917,0,1
12,12,0.9922105496601856,titanic,Equal Weights,833,0.9923114283881492,0.0024126155316495,0,1
13,13,0.9677102150224346,titanic,Equal Weights,1,0.9732824427480916,0.0057251908396946,0,1
14,14,0.9679524857931152,titanic,Equal Weights,31,0.9732824427480912,0.0054762694988383,0,1
15,15,0.9835854860623384,titanic,Equal Weights,5,0.9847328244274808,0.0011651265568501,0,1
16,16,0.9859283135874184,titanic,Equal Weights,811,0.9885496183206108,0.0026516673362796,0,1
17,17,0.9787010266159902,titanic,Equal Weights,64,0.9806774809160304,0.0035949650424484,0,1
18,18,0.9684996223033986,titanic,Equal Weights,28,0.9686477644492908,0.0057577061218772,0,1
19,19,0.9772502288019688,titanic,Equal Weights,366,0.9808951737371204,0.0050256293231846,0,1
20,0,0.9528159780898549,titanic,Deterministic Weights,17,0.95756623259991,0.0062819937135159,0,1
21,1,0.9864139069170662,titanic,Deterministic Weights,1,0.9885496183206108,0.0021604493734696,0,1
22,2,0.98655465111684,titanic,Deterministic Weights,731,0.9885496183206108,0.0020180749319996,0,1
23,3,0.9682315930552444,titanic,Deterministic Weights,999,0.9732824427480916,0.005189500468729,0,1
24,4,0.9807020902877788,titanic,Deterministic Weights,467,0.9809160305343508,0.0002181025081788,0,1
25,5,0.970496328885263,titanic,Deterministic Weights,21,0.9732824427480912,0.0028625954198473,0,1
26,6,0.9778342542021816,titanic,Deterministic Weights,5,0.9793893129770992,0.0050659264399722,0,1
27,7,0.9762417161534346,titanic,Deterministic Weights,1000,0.977087786259542,0.0034620055517002,0,1
28,8,0.9857936220398628,titanic,Deterministic Weights,805,0.9885496183206108,0.0027879190175904,0,1
29,9,0.9686389196433774,titanic,Deterministic Weights,997,0.9732824427480916,0.0047709923664122,0,1
30,10,0.9839290676982244,titanic,Deterministic Weights,33,0.9843858431644692,0.00287594085304,0,1
31,11,0.9728517272050602,titanic,Deterministic Weights,982,0.9728976539543852,0.0028280179629705,0,1
32,12,0.9922105496601856,titanic,Deterministic Weights,1000,0.9923625954198476,0.002443415104128,0,1
33,13,0.9665957694773032,titanic,Deterministic Weights,8,0.9732824427480916,0.0068702290076335,0,1
34,14,0.9679524857931152,titanic,Deterministic Weights,44,0.9732824427480916,0.0054762694988383,0,1
35,15,0.9785514278090776,titanic,Deterministic Weights,44,0.9809160305343512,0.0024106066693451,0,1
36,16,0.9859283135874184,titanic,Deterministic Weights,998,0.988549618320611,0.0026516673362796,0,1
37,17,0.9787010266159902,titanic,Deterministic Weights,12,0.9796437659033078,0.0034065777270457,0,1
38,18,0.9660171960210612,titanic,Deterministic Weights,5,0.96793893129771,0.0056096365291687,0,1
39,19,0.9759828201427998,titanic,Deterministic Weights,21,0.9809160305343516,0.005029187247418,0,1
40,0,0.9564696113280112,titanic,Evolved Weights,398,0.3901377114580536,7.556868311020755e-05,0,1
41,1,0.9846008885878796,titanic,Evolved Weights,283,0.9281957219539828,0.0001603160312468,0,1
42,2,0.9883801616469312,titanic,Evolved Weights,349,0.967858002143529,0.001520784261077,0,1
43,3,0.9731041774648146,titanic,Evolved Weights,586,0.9713479926008908,0.0048972589747562,0,1
44,4,0.9807894977815146,titanic,Evolved Weights,218,0.4965683871419565,3.60169279561394e-05,0,1
45,5,0.9727405162869296,titanic,Evolved Weights,17,0.7853614728334083,0.0007184553210597,0,1
46,6,0.9807332694110854,titanic,Evolved Weights,8,0.948473282442748,0.0017782789729354,0,1
47,7,0.9801008894374664,titanic,Evolved Weights,187,0.6031963097522144,0.0005427380718232,0,1
48,8,0.9883793637241166,titanic,Evolved Weights,118,0.9875145555699316,0.0027406661528855,0,1
49,9,0.9686389196433774,titanic,Evolved Weights,963,0.9732824427480916,0.0047709923664122,0,1
50,10,0.9846686695682966,titanic,Evolved Weights,249,0.9723474048867222,0.0023918339240697,0,1
51,11,0.9730309400538518,titanic,Evolved Weights,213,0.4125542056409704,1.318584124652859e-05,0,1
52,12,0.992333599044571,titanic,Evolved Weights,587,0.943196743696113,0.0012751895708179,0,1
53,13,0.9728410349047258,titanic,Evolved Weights,381,0.9039991184308068,0.0005589950111197,0,1
54,14,0.9730743749097422,titanic,Evolved Weights,132,0.9442227619708536,0.0028116796910358,0,1
55,15,0.9835854860623384,titanic,Evolved Weights,2,0.9847328244274808,0.0011651265568501,0,1
56,16,0.9859283135874184,titanic,Evolved Weights,854,0.9885496183206108,0.0026516673362796,0,1
57,17,0.9805827384087044,titanic,Evolved Weights,621,0.8913781022974516,8.202600086368556e-05,0,1
58,18,0.9635248795941724,titanic,Evolved Weights,1,0.9694656488549618,0.0061278801036487,0,1
59,19,0.9793804008404832,titanic,Evolved Weights,364,0.8450213908229174,0.0027909225933473,0,1
0,0,0.9447572684015328,us_crime,Equal Weights,1,0.9473684210526316,0.0027562166872707,0,1
1,1,0.971079967190934,us_crime,Equal Weights,1,0.9724310776942356,0.0013894151825186,0,1
2,2,0.9499178544131353,us_crime,Equal Weights,3,0.9523809523809522,0.002586252866208,0,1
3,3,0.9548872180451128,us_crime,Equal Weights,9,0.9548872180451128,0.0,0,1
4,4,0.9674185463659148,us_crime,Equal Weights,7,0.9674185463659148,0.0,0,1
5,5,0.9449042235745836,us_crime,Equal Weights,1,0.9473684210526316,0.0026010973379394,0,1
6,6,0.9660942882331306,us_crime,Equal Weights,3,0.9674185463659148,0.0013688574999504,0,1
7,7,0.963590860906746,us_crime,Equal Weights,2,0.9649122807017544,0.0013694714239178,0,1
8,8,0.9561175684566868,us_crime,Equal Weights,19,0.9573934837092728,0.0013326968214186,0,1
9,9,0.9674185463659148,us_crime,Equal Weights,1,0.9674185463659148,0.0,0,1
10,10,0.9573934837092732,us_crime,Equal Weights,2,0.9573934837092732,0.0,0,1
11,11,0.9535806596352698,us_crime,Equal Weights,10,0.9548872180451128,0.0013682855788118,0,1
12,12,0.9471751300685142,us_crime,Equal Weights,7,0.9462943071965628,0.001185460779486,0,1
13,13,0.9699248120300752,us_crime,Equal Weights,1,0.9699248120300752,0.0,0,1
14,14,0.9460199411572408,us_crime,Equal Weights,3,0.9473684210526316,0.0014233954451345,0,1
15,15,0.9548872180451128,us_crime,Equal Weights,35,0.9548872180451128,0.0,0,1
16,16,0.9699248120300752,us_crime,Equal Weights,13,0.9699248120300754,0.0,0,1
17,17,0.974937343358396,us_crime,Equal Weights,1,0.974937343358396,0.0,0,1
18,18,0.9548872180451128,us_crime,Equal Weights,3,0.9548872180451128,0.0,0,1
19,19,0.9674185463659148,us_crime,Equal Weights,2,0.9674185463659148,0.0,0,1
20,0,0.9447538144959098,us_crime,Deterministic Weights,10,0.9456140350877194,0.0031696491903613,0,1
21,1,0.9710764849473688,us_crime,Deterministic Weights,2,0.9711779448621554,0.0020841227737779,0,1
22,2,0.9549174220679412,us_crime,Deterministic Weights,1,0.9573934837092732,0.002586252866208,0,1
23,3,0.9523809523809524,us_crime,Deterministic Weights,34,0.9523809523809524,0.0,0,1
24,4,0.9674185463659148,us_crime,Deterministic Weights,11,0.9674185463659148,0.0,0,1
25,5,0.9399014708076836,us_crime,Deterministic Weights,2,0.9411027568922306,0.0032513716724243,0,1
26,6,0.9660942882331306,us_crime,Deterministic Weights,1,0.9674185463659148,0.0013688574999504,0,1
27,7,0.963590860906746,us_crime,Deterministic Weights,6,0.9649122807017544,0.0013694714239178,0,1
28,8,0.9561175684566868,us_crime,Deterministic Weights,8,0.9573934837092732,0.0013326968214186,0,1
29,9,0.9649122807017544,us_crime,Deterministic Weights,3,0.9649122807017544,0.0,0,1
30,10,0.9573901838975049,us_crime,Deterministic Weights,7,0.9556032939491584,0.000376178541592,0,1
31,11,0.9535806596352698,us_crime,Deterministic Weights,2,0.9548872180451128,0.0013682855788118,0,1
